,instant,date,season,year,month,hr,holiday,weekday,workingday,weather_situation,temp,atemp,humidity,wind_speed,casual,registered,count_rental,category_days
6216,6217,2011-09-21,Fall,2011,September,14,Yes,Wednesday,Workingday,Misty,27.060000000000002,31.06,74.0,12.998000000000001,40,139,179,weekdays
6217,6218,2011-09-21,Fall,2011,September,15,Yes,Wednesday,Workingday,Misty,27.060000000000002,31.06,74.0,7.0015,43,142,185,weekdays
6218,6219,2011-09-21,Fall,2011,September,16,Yes,Wednesday,Workingday,Misty,27.060000000000002,31.06,74.0,7.0015,51,230,281,weekdays
6219,6220,2011-09-21,Fall,2011,September,17,Yes,Wednesday,Workingday,Light Snow,27.060000000000002,31.06,74.0,11.0014,61,475,536,weekdays
6220,6221,2011-09-21,Fall,2011,September,18,Yes,Wednesday,Workingday,Light Snow,26.240000000000002,28.79,83.0,11.0014,24,384,408,weekdays
6221,6222,2011-09-21,Fall,2011,September,19,Yes,Wednesday,Workingday,Light Snow,25.419999999999998,27.275,94.0,0.0,30,253,283,weekdays
6222,6223,2011-09-21,Fall,2011,September,20,Yes,Wednesday,Workingday,Light Snow,25.419999999999998,27.275,94.0,0.0,11,149,160,weekdays
6223,6224,2011-09-21,Fall,2011,September,21,Yes,Wednesday,Workingday,Misty,24.599999999999998,25.0,100.0,6.0032,25,175,200,weekdays
6224,6225,2011-09-21,Fall,2011,September,22,Yes,Wednesday,Workingday,Misty,25.419999999999998,27.275,94.0,0.0,15,112,127,weekdays
6225,6226,2011-09-21,Fall,2011,September,23,Yes,Wednesday,Workingday,Clear,24.599999999999998,25.759999999999998,94.0,7.0015,15,80,95,weekdays
6226,6227,2011-09-22,Fall,2011,September,0,Yes,Thursday,Workingday,Clear,24.599999999999998,25.759999999999998,94.0,7.0015,11,30,41,weekdays
6227,6228,2011-09-22,Fall,2011,September,1,Yes,Thursday,Workingday,Misty,24.599999999999998,25.759999999999998,94.0,6.0032,5,6,11,weekdays
6228,6229,2011-09-22,Fall,2011,September,2,Yes,Thursday,Workingday,Misty,24.599999999999998,25.759999999999998,94.0,7.0015,2,8,10,weekdays
6229,6230,2011-09-22,Fall,2011,September,3,Yes,Thursday,Workingday,Misty,24.599999999999998,25.759999999999998,94.0,6.0032,5,7,12,weekdays
6230,6231,2011-09-22,Fall,2011,September,4,Yes,Thursday,Workingday,Misty,24.599999999999998,25.759999999999998,94.0,6.0032,0,2,2,weekdays
6231,6232,2011-09-22,Fall,2011,September,5,Yes,Thursday,Workingday,Misty,24.599999999999998,25.759999999999998,94.0,7.0015,2,28,30,weekdays
6232,6233,2011-09-22,Fall,2011,September,6,Yes,Thursday,Workingday,Misty,24.599999999999998,25.0,100.0,8.9981,7,94,101,weekdays
6233,6234,2011-09-22,Fall,2011,September,7,Yes,Thursday,Workingday,Misty,24.599999999999998,25.0,100.0,7.0015,16,295,311,weekdays
6234,6235,2011-09-22,Fall,2011,September,8,Yes,Thursday,Workingday,Misty,24.599999999999998,25.0,100.0,11.0014,26,389,415,weekdays
6235,6236,2011-09-22,Fall,2011,September,9,Yes,Thursday,Workingday,Misty,25.419999999999998,27.275,94.0,12.998000000000001,35,168,203,weekdays
6236,6237,2011-09-22,Fall,2011,September,10,Yes,Thursday,Workingday,Misty,26.240000000000002,28.79,89.0,15.001299999999999,19,101,120,weekdays
6237,6238,2011-09-22,Fall,2011,September,11,Yes,Thursday,Workingday,Misty,26.240000000000002,28.79,89.0,12.998000000000001,23,142,165,weekdays
6238,6239,2011-09-22,Fall,2011,September,12,Yes,Thursday,Workingday,Misty,27.060000000000002,30.305,83.0,11.0014,25,151,176,weekdays
6239,6240,2011-09-22,Fall,2011,September,13,Yes,Thursday,Workingday,Misty,27.060000000000002,30.305,83.0,12.998000000000001,38,155,193,weekdays
6240,6241,2011-09-22,Fall,2011,September,14,Yes,Thursday,Workingday,Misty,27.060000000000002,30.305,83.0,15.001299999999999,41,142,183,weekdays
6241,6242,2011-09-22,Fall,2011,September,15,Yes,Thursday,Workingday,Misty,27.880000000000003,31.819999999999997,79.0,11.0014,32,149,181,weekdays
6242,6243,2011-09-22,Fall,2011,September,16,Yes,Thursday,Workingday,Misty,27.880000000000003,31.819999999999997,74.0,8.9981,39,262,301,weekdays
6243,6244,2011-09-22,Fall,2011,September,17,Yes,Thursday,Workingday,Misty,27.060000000000002,30.305,78.0,6.0032,50,513,563,weekdays
6244,6245,2011-09-22,Fall,2011,September,18,Yes,Thursday,Workingday,Misty,26.240000000000002,28.79,83.0,7.0015,50,501,551,weekdays
6245,6246,2011-09-22,Fall,2011,September,19,Yes,Thursday,Workingday,Misty,26.240000000000002,28.79,89.0,6.0032,32,388,420,weekdays
6246,6247,2011-09-22,Fall,2011,September,20,Yes,Thursday,Workingday,Misty,25.419999999999998,27.275,94.0,8.9981,35,250,285,weekdays
6247,6248,2011-09-22,Fall,2011,September,21,Yes,Thursday,Workingday,Misty,26.240000000000002,28.79,89.0,6.0032,27,194,221,weekdays
6248,6249,2011-09-22,Fall,2011,September,22,Yes,Thursday,Workingday,Misty,25.419999999999998,25.759999999999998,100.0,6.0032,21,166,187,weekdays
6249,6250,2011-09-22,Fall,2011,September,23,Yes,Thursday,Workingday,Misty,25.419999999999998,27.275,94.0,0.0,14,99,113,weekdays
6250,6251,2011-09-23,Winter,2011,September,0,Yes,Friday,Workingday,Misty,25.419999999999998,27.275,94.0,6.0032,11,41,52,weekdays
6251,6252,2011-09-23,Winter,2011,September,1,Yes,Friday,Workingday,Misty,24.599999999999998,25.0,100.0,0.0,2,29,31,weekdays
6252,6253,2011-09-23,Winter,2011,September,2,Yes,Friday,Workingday,Misty,24.599999999999998,25.0,100.0,7.0015,6,14,20,weekdays
6253,6254,2011-09-23,Winter,2011,September,3,Yes,Friday,Workingday,Misty,24.599999999999998,25.0,100.0,0.0,3,5,8,weekdays
6254,6255,2011-09-23,Winter,2011,September,4,Yes,Friday,Workingday,Light Snow,24.599999999999998,25.0,100.0,0.0,6,7,13,weekdays
6255,6256,2011-09-23,Winter,2011,September,5,Yes,Friday,Workingday,Misty,25.419999999999998,27.275,94.0,0.0,2,20,22,weekdays
6256,6257,2011-09-23,Winter,2011,September,6,Yes,Friday,Workingday,Misty,25.419999999999998,27.275,94.0,6.0032,5,99,104,weekdays
6257,6258,2011-09-23,Winter,2011,September,7,Yes,Friday,Workingday,Light Snow,25.419999999999998,27.275,94.0,8.9981,14,240,254,weekdays
6258,6259,2011-09-23,Winter,2011,September,8,Yes,Friday,Workingday,Light Snow,25.419999999999998,27.275,94.0,8.9981,20,297,317,weekdays
6259,6260,2011-09-23,Winter,2011,September,9,Yes,Friday,Workingday,Light Snow,25.419999999999998,25.759999999999998,100.0,8.9981,3,108,111,weekdays
6260,6261,2011-09-23,Winter,2011,September,10,Yes,Friday,Workingday,Light Snow,25.419999999999998,25.759999999999998,100.0,7.0015,7,28,35,weekdays
6261,6262,2011-09-23,Winter,2011,September,11,Yes,Friday,Workingday,Light Snow,25.419999999999998,25.759999999999998,100.0,7.0015,1,20,21,weekdays
6262,6263,2011-09-23,Winter,2011,September,12,Yes,Friday,Workingday,Light Snow,25.419999999999998,27.275,94.0,7.0015,1,28,29,weekdays
6263,6264,2011-09-23,Winter,2011,September,13,Yes,Friday,Workingday,Light Snow,24.599999999999998,25.0,100.0,6.0032,7,27,34,weekdays
6264,6265,2011-09-23,Winter,2011,September,14,Yes,Friday,Workingday,Light Snow,24.599999999999998,25.0,100.0,6.0032,3,21,24,weekdays
6265,6266,2011-09-23,Winter,2011,September,15,Yes,Friday,Workingday,Light Snow,25.419999999999998,27.275,94.0,7.0015,9,52,61,weekdays
6266,6267,2011-09-23,Winter,2011,September,16,Yes,Friday,Workingday,Light Snow,25.419999999999998,27.275,94.0,0.0,5,51,56,weekdays
6267,6268,2011-09-23,Winter,2011,September,17,Yes,Friday,Workingday,Misty,24.599999999999998,25.0,100.0,0.0,13,86,99,weekdays
6268,6269,2011-09-23,Winter,2011,September,18,Yes,Friday,Workingday,Clear,24.599999999999998,25.0,100.0,0.0,14,220,234,weekdays
6269,6270,2011-09-23,Winter,2011,September,19,Yes,Friday,Workingday,Clear,25.419999999999998,27.275,94.0,8.9981,16,232,248,weekdays
6270,6271,2011-09-23,Winter,2011,September,20,Yes,Friday,Workingday,Clear,24.599999999999998,25.759999999999998,94.0,0.0,21,158,179,weekdays
6271,6272,2011-09-23,Winter,2011,September,21,Yes,Friday,Workingday,Clear,24.599999999999998,25.0,100.0,11.0014,17,121,138,weekdays
6272,6273,2011-09-23,Winter,2011,September,22,Yes,Friday,Workingday,Clear,24.599999999999998,25.759999999999998,94.0,11.0014,31,126,157,weekdays
6273,6274,2011-09-23,Winter,2011,September,23,Yes,Friday,Workingday,Misty,23.779999999999998,27.275,100.0,8.9981,41,107,148,weekdays
6274,6275,2011-09-24,Winter,2011,September,0,Yes,Saturday,Weekend,Clear,23.779999999999998,27.275,100.0,6.0032,7,86,93,weekends
6275,6276,2011-09-24,Winter,2011,September,1,Yes,Saturday,Weekend,Misty,23.779999999999998,27.275,94.0,6.0032,18,61,79,weekends
6276,6277,2011-09-24,Winter,2011,September,2,Yes,Saturday,Weekend,Misty,23.779999999999998,27.275,94.0,6.0032,14,54,68,weekends
6277,6278,2011-09-24,Winter,2011,September,3,Yes,Saturday,Weekend,Clear,23.779999999999998,27.275,94.0,0.0,4,27,31,weekends
6278,6279,2011-09-24,Winter,2011,September,4,Yes,Saturday,Weekend,Clear,22.96,26.515,94.0,7.0015,1,7,8,weekends
6279,6280,2011-09-24,Winter,2011,September,5,Yes,Saturday,Weekend,Misty,22.96,26.515,94.0,7.0015,2,3,5,weekends
6280,6281,2011-09-24,Winter,2011,September,6,Yes,Saturday,Weekend,Misty,22.96,26.515,94.0,7.0015,6,12,18,weekends
6281,6282,2011-09-24,Winter,2011,September,7,Yes,Saturday,Weekend,Misty,22.96,26.515,88.0,7.0015,12,34,46,weekends
6282,6283,2011-09-24,Winter,2011,September,8,Yes,Saturday,Weekend,Misty,23.779999999999998,27.275,90.0,6.0032,19,102,121,weekends
6283,6284,2011-09-24,Winter,2011,September,9,Yes,Saturday,Weekend,Misty,24.599999999999998,27.275,88.0,6.0032,41,134,175,weekends
6284,6285,2011-09-24,Winter,2011,September,10,Yes,Saturday,Weekend,Misty,24.599999999999998,27.275,88.0,6.0032,90,203,293,weekends
6285,6286,2011-09-24,Winter,2011,September,11,Yes,Saturday,Weekend,Misty,25.419999999999998,28.79,83.0,6.0032,118,268,386,weekends
6286,6287,2011-09-24,Winter,2011,September,12,Yes,Saturday,Weekend,Misty,25.419999999999998,28.79,83.0,6.0032,141,266,407,weekends
6287,6288,2011-09-24,Winter,2011,September,13,Yes,Saturday,Weekend,Clear,26.240000000000002,29.544999999999998,78.0,0.0,170,290,460,weekends
6288,6289,2011-09-24,Winter,2011,September,14,Yes,Saturday,Weekend,Misty,27.060000000000002,31.06,74.0,8.9981,164,226,390,weekends
6289,6290,2011-09-24,Winter,2011,September,15,Yes,Saturday,Weekend,Misty,27.060000000000002,31.06,74.0,8.9981,168,284,452,weekends
6290,6291,2011-09-24,Winter,2011,September,16,Yes,Saturday,Weekend,Misty,26.240000000000002,29.544999999999998,78.0,6.0032,167,282,449,weekends
6291,6292,2011-09-24,Winter,2011,September,17,Yes,Saturday,Weekend,Clear,27.060000000000002,31.06,74.0,7.0015,180,246,426,weekends
6292,6293,2011-09-24,Winter,2011,September,18,Yes,Saturday,Weekend,Clear,26.240000000000002,29.544999999999998,78.0,7.0015,157,243,400,weekends
6293,6294,2011-09-24,Winter,2011,September,19,Yes,Saturday,Weekend,Clear,25.419999999999998,28.03,88.0,0.0,77,231,308,weekends
6294,6295,2011-09-24,Winter,2011,September,20,Yes,Saturday,Weekend,Clear,25.419999999999998,28.79,83.0,0.0,77,166,243,weekends
6295,6296,2011-09-24,Winter,2011,September,21,Yes,Saturday,Weekend,Clear,25.419999999999998,28.79,83.0,6.0032,66,156,222,weekends
6296,6297,2011-09-24,Winter,2011,September,22,Yes,Saturday,Weekend,Misty,25.419999999999998,28.03,88.0,0.0,50,143,193,weekends
6297,6298,2011-09-24,Winter,2011,September,23,Yes,Saturday,Weekend,Misty,24.599999999999998,27.275,88.0,6.0032,27,123,150,weekends
6298,6299,2011-09-25,Winter,2011,September,0,Yes,Sunday,Weekend,Misty,24.599999999999998,27.275,88.0,0.0,37,136,173,weekends
6299,6300,2011-09-25,Winter,2011,September,1,Yes,Sunday,Weekend,Misty,24.599999999999998,27.275,88.0,7.0015,31,93,124,weekends
6300,6301,2011-09-25,Winter,2011,September,2,Yes,Sunday,Weekend,Light Snow,24.599999999999998,25.759999999999998,94.0,0.0,27,79,106,weekends
6301,6302,2011-09-25,Winter,2011,September,3,Yes,Sunday,Weekend,Light Snow,24.599999999999998,25.759999999999998,94.0,0.0,20,39,59,weekends
6302,6303,2011-09-25,Winter,2011,September,4,Yes,Sunday,Weekend,Light Snow,24.599999999999998,25.759999999999998,94.0,8.9981,3,5,8,weekends
6303,6304,2011-09-25,Winter,2011,September,5,Yes,Sunday,Weekend,Clear,24.599999999999998,27.275,88.0,6.0032,1,2,3,weekends
6304,6305,2011-09-25,Winter,2011,September,6,Yes,Sunday,Weekend,Misty,24.599999999999998,27.275,88.0,7.0015,4,13,17,weekends
6305,6306,2011-09-25,Winter,2011,September,7,Yes,Sunday,Weekend,Misty,24.599999999999998,25.759999999999998,94.0,8.9981,15,23,38,weekends
6306,6307,2011-09-25,Winter,2011,September,8,Yes,Sunday,Weekend,Misty,25.419999999999998,28.03,88.0,0.0,27,59,86,weekends
6307,6308,2011-09-25,Winter,2011,September,9,Yes,Sunday,Weekend,Misty,26.240000000000002,28.79,83.0,0.0,55,100,155,weekends
6308,6309,2011-09-25,Winter,2011,September,10,Yes,Sunday,Weekend,Misty,26.240000000000002,28.79,83.0,0.0,85,190,275,weekends
6309,6310,2011-09-25,Winter,2011,September,11,Yes,Sunday,Weekend,Misty,27.060000000000002,30.305,78.0,8.9981,131,230,361,weekends
6310,6311,2011-09-25,Winter,2011,September,12,Yes,Sunday,Weekend,Misty,27.060000000000002,30.305,78.0,0.0,143,270,413,weekends
6311,6312,2011-09-25,Winter,2011,September,13,Yes,Sunday,Weekend,Misty,27.880000000000003,31.819999999999997,74.0,0.0,122,247,369,weekends
6312,6313,2011-09-25,Winter,2011,September,14,Yes,Sunday,Weekend,Misty,27.060000000000002,30.305,78.0,0.0,116,231,347,weekends
6313,6314,2011-09-25,Winter,2011,September,15,Yes,Sunday,Weekend,Misty,27.060000000000002,30.305,78.0,0.0,119,234,353,weekends
6314,6315,2011-09-25,Winter,2011,September,16,Yes,Sunday,Weekend,Clear,28.7,32.574999999999996,70.0,0.0,144,320,464,weekends
6315,6316,2011-09-25,Winter,2011,September,17,Yes,Sunday,Weekend,Clear,27.880000000000003,31.819999999999997,74.0,0.0,145,275,420,weekends
6316,6317,2011-09-25,Winter,2011,September,18,Yes,Sunday,Weekend,Clear,27.880000000000003,31.819999999999997,74.0,0.0,125,279,404,weekends
6317,6318,2011-09-25,Winter,2011,September,19,Yes,Sunday,Weekend,Clear,26.240000000000002,28.79,83.0,8.9981,87,242,329,weekends
6318,6319,2011-09-25,Winter,2011,September,20,Yes,Sunday,Weekend,Clear,26.240000000000002,28.79,83.0,6.0032,51,135,186,weekends
6319,6320,2011-09-25,Winter,2011,September,21,Yes,Sunday,Weekend,Clear,25.419999999999998,27.275,94.0,6.0032,24,113,137,weekends
6320,6321,2011-09-25,Winter,2011,September,22,Yes,Sunday,Weekend,Clear,25.419999999999998,28.03,88.0,6.0032,20,84,104,weekends
6321,6322,2011-09-25,Winter,2011,September,23,Yes,Sunday,Weekend,Misty,25.419999999999998,27.275,94.0,7.0015,12,67,79,weekends
6322,6323,2011-09-26,Winter,2011,September,0,Yes,Monday,Workingday,Misty,25.419999999999998,27.275,94.0,0.0,6,23,29,weekdays
6323,6324,2011-09-26,Winter,2011,September,1,Yes,Monday,Workingday,Misty,25.419999999999998,28.03,88.0,7.0015,3,14,17,weekdays
6324,6325,2011-09-26,Winter,2011,September,2,Yes,Monday,Workingday,Misty,25.419999999999998,28.03,88.0,7.0015,4,4,8,weekdays
6325,6326,2011-09-26,Winter,2011,September,3,Yes,Monday,Workingday,Misty,25.419999999999998,27.275,94.0,0.0,0,5,5,weekdays
6326,6327,2011-09-26,Winter,2011,September,4,Yes,Monday,Workingday,Misty,25.419999999999998,27.275,94.0,6.0032,2,4,6,weekdays
6327,6328,2011-09-26,Winter,2011,September,5,Yes,Monday,Workingday,Misty,25.419999999999998,28.03,88.0,0.0,0,25,25,weekdays
6328,6329,2011-09-26,Winter,2011,September,6,Yes,Monday,Workingday,Misty,25.419999999999998,27.275,94.0,6.0032,6,107,113,weekdays
6329,6330,2011-09-26,Winter,2011,September,7,Yes,Monday,Workingday,Misty,25.419999999999998,27.275,94.0,0.0,17,315,332,weekdays
6330,6331,2011-09-26,Winter,2011,September,8,Yes,Monday,Workingday,Misty,25.419999999999998,27.275,94.0,0.0,29,326,355,weekdays
6331,6332,2011-09-26,Winter,2011,September,9,Yes,Monday,Workingday,Misty,26.240000000000002,28.79,89.0,12.998000000000001,44,161,205,weekdays
6332,6333,2011-09-26,Winter,2011,September,10,Yes,Monday,Workingday,Misty,26.240000000000002,28.79,89.0,12.998000000000001,37,117,154,weekdays
6333,6334,2011-09-26,Winter,2011,September,11,Yes,Monday,Workingday,Clear,27.880000000000003,31.819999999999997,79.0,15.001299999999999,43,116,159,weekdays
6334,6335,2011-09-26,Winter,2011,September,12,Yes,Monday,Workingday,Misty,27.880000000000003,31.819999999999997,79.0,11.0014,48,161,209,weekdays
6335,6336,2011-09-26,Winter,2011,September,13,Yes,Monday,Workingday,Misty,28.7,33.335,74.0,11.0014,48,139,187,weekdays
6336,6337,2011-09-26,Winter,2011,September,14,Yes,Monday,Workingday,Clear,28.7,32.574999999999996,70.0,11.0014,44,110,154,weekdays
6337,6338,2011-09-26,Winter,2011,September,15,Yes,Monday,Workingday,Clear,29.52,34.089999999999996,62.0,8.9981,52,157,209,weekdays
6338,6339,2011-09-26,Winter,2011,September,16,Yes,Monday,Workingday,Clear,28.7,32.574999999999996,65.0,11.0014,74,239,313,weekdays
6339,6340,2011-09-26,Winter,2011,September,17,Yes,Monday,Workingday,Clear,28.7,32.574999999999996,70.0,8.9981,61,509,570,weekdays
6340,6341,2011-09-26,Winter,2011,September,18,Yes,Monday,Workingday,Clear,27.060000000000002,30.305,83.0,7.0015,63,490,553,weekdays
6341,6342,2011-09-26,Winter,2011,September,19,Yes,Monday,Workingday,Clear,27.060000000000002,30.305,82.0,6.0032,36,347,383,weekdays
6342,6343,2011-09-26,Winter,2011,September,20,Yes,Monday,Workingday,Clear,26.240000000000002,28.79,89.0,8.9981,24,227,251,weekdays
6343,6344,2011-09-26,Winter,2011,September,21,Yes,Monday,Workingday,Clear,26.240000000000002,28.79,89.0,8.9981,18,164,182,weekdays
6344,6345,2011-09-26,Winter,2011,September,22,Yes,Monday,Workingday,Clear,25.419999999999998,27.275,94.0,8.9981,14,122,136,weekdays
6345,6346,2011-09-26,Winter,2011,September,23,Yes,Monday,Workingday,Clear,25.419999999999998,27.275,94.0,8.9981,11,64,75,weekdays
6346,6347,2011-09-27,Winter,2011,September,0,Yes,Tuesday,Workingday,Clear,25.419999999999998,27.275,94.0,8.9981,9,28,37,weekdays
6347,6348,2011-09-27,Winter,2011,September,1,Yes,Tuesday,Workingday,Clear,25.419999999999998,27.275,94.0,11.0014,4,6,10,weekdays
6348,6349,2011-09-27,Winter,2011,September,2,Yes,Tuesday,Workingday,Clear,25.419999999999998,27.275,94.0,7.0015,7,4,11,weekdays
6349,6350,2011-09-27,Winter,2011,September,3,Yes,Tuesday,Workingday,Misty,25.419999999999998,27.275,94.0,0.0,5,5,10,weekdays
6350,6351,2011-09-27,Winter,2011,September,4,Yes,Tuesday,Workingday,Light Snow,25.419999999999998,27.275,94.0,6.0032,5,3,8,weekdays
6351,6352,2011-09-27,Winter,2011,September,5,Yes,Tuesday,Workingday,Light Snow,25.419999999999998,27.275,94.0,6.0032,0,24,24,weekdays
6352,6353,2011-09-27,Winter,2011,September,6,Yes,Tuesday,Workingday,Misty,25.419999999999998,27.275,94.0,7.0015,8,116,124,weekdays
6353,6354,2011-09-27,Winter,2011,September,7,Yes,Tuesday,Workingday,Misty,25.419999999999998,27.275,94.0,7.0015,15,234,249,weekdays
6354,6355,2011-09-27,Winter,2011,September,8,Yes,Tuesday,Workingday,Misty,26.240000000000002,28.79,89.0,7.0015,27,400,427,weekdays
6355,6356,2011-09-27,Winter,2011,September,9,Yes,Tuesday,Workingday,Light Snow,26.240000000000002,28.79,89.0,12.998000000000001,20,173,193,weekdays
6356,6357,2011-09-27,Winter,2011,September,10,Yes,Tuesday,Workingday,Light Snow,26.240000000000002,28.03,94.0,11.0014,21,101,122,weekdays
6357,6358,2011-09-27,Winter,2011,September,11,Yes,Tuesday,Workingday,Misty,27.060000000000002,29.544999999999998,89.0,7.0015,26,97,123,weekdays
6358,6359,2011-09-27,Winter,2011,September,12,Yes,Tuesday,Workingday,Misty,27.060000000000002,29.544999999999998,89.0,8.9981,33,129,162,weekdays
6359,6360,2011-09-27,Winter,2011,September,13,Yes,Tuesday,Workingday,Misty,28.7,33.335,74.0,15.001299999999999,29,122,151,weekdays
6360,6361,2011-09-27,Winter,2011,September,14,Yes,Tuesday,Workingday,Misty,27.880000000000003,31.819999999999997,79.0,7.0015,29,123,152,weekdays
6361,6362,2011-09-27,Winter,2011,September,15,Yes,Tuesday,Workingday,Misty,27.880000000000003,31.819999999999997,83.0,6.0032,35,170,205,weekdays
6362,6363,2011-09-27,Winter,2011,September,16,Yes,Tuesday,Workingday,Misty,27.060000000000002,30.305,83.0,12.998000000000001,33,225,258,weekdays
6363,6364,2011-09-27,Winter,2011,September,17,Yes,Tuesday,Workingday,Misty,27.060000000000002,29.544999999999998,89.0,12.998000000000001,50,480,530,weekdays
6364,6365,2011-09-27,Winter,2011,September,18,Yes,Tuesday,Workingday,Misty,26.240000000000002,28.79,89.0,15.001299999999999,31,325,356,weekdays
6365,6366,2011-09-27,Winter,2011,September,19,Yes,Tuesday,Workingday,Misty,26.240000000000002,28.79,89.0,8.9981,26,294,320,weekdays
6366,6367,2011-09-27,Winter,2011,September,20,Yes,Tuesday,Workingday,Clear,25.419999999999998,29.544999999999998,78.0,0.0,17,221,238,weekdays
6367,6368,2011-09-27,Winter,2011,September,21,Yes,Tuesday,Workingday,Clear,24.599999999999998,28.03,83.0,0.0,17,179,196,weekdays
6368,6369,2011-09-27,Winter,2011,September,22,Yes,Tuesday,Workingday,Clear,24.599999999999998,27.275,88.0,6.0032,19,102,121,weekdays
6369,6370,2011-09-27,Winter,2011,September,23,Yes,Tuesday,Workingday,Clear,24.599999999999998,27.275,88.0,6.0032,11,82,93,weekdays
6370,6371,2011-09-28,Winter,2011,September,0,Yes,Wednesday,Workingday,Clear,24.599999999999998,27.275,88.0,0.0,7,29,36,weekdays
6371,6372,2011-09-28,Winter,2011,September,1,Yes,Wednesday,Workingday,Clear,24.599999999999998,27.275,88.0,0.0,1,13,14,weekdays
6372,6373,2011-09-28,Winter,2011,September,2,Yes,Wednesday,Workingday,Clear,24.599999999999998,27.275,88.0,16.997899999999998,0,9,9,weekdays
6373,6374,2011-09-28,Winter,2011,September,3,Yes,Wednesday,Workingday,Misty,24.599999999999998,25.759999999999998,94.0,6.0032,0,3,3,weekdays
6374,6375,2011-09-28,Winter,2011,September,4,Yes,Wednesday,Workingday,Clear,24.599999999999998,27.275,88.0,0.0,1,3,4,weekdays
6375,6376,2011-09-28,Winter,2011,September,5,Yes,Wednesday,Workingday,Misty,24.599999999999998,25.759999999999998,94.0,0.0,2,20,22,weekdays
6376,6377,2011-09-28,Winter,2011,September,6,Yes,Wednesday,Workingday,Light Snow,24.599999999999998,25.759999999999998,94.0,11.0014,3,111,114,weekdays
6377,6378,2011-09-28,Winter,2011,September,7,Yes,Wednesday,Workingday,Light Snow,24.599999999999998,25.759999999999998,94.0,11.0014,8,177,185,weekdays
6378,6379,2011-09-28,Winter,2011,September,8,Yes,Wednesday,Workingday,Light Snow,25.419999999999998,27.275,94.0,15.001299999999999,17,270,287,weekdays
6379,6380,2011-09-28,Winter,2011,September,9,Yes,Wednesday,Workingday,Light Snow,25.419999999999998,27.275,94.0,15.001299999999999,14,141,155,weekdays
6380,6381,2011-09-28,Winter,2011,September,10,Yes,Wednesday,Workingday,Misty,25.419999999999998,27.275,94.0,0.0,20,109,129,weekdays
6381,6382,2011-09-28,Winter,2011,September,11,Yes,Wednesday,Workingday,Misty,27.060000000000002,30.305,83.0,7.0015,24,127,151,weekdays
6382,6383,2011-09-28,Winter,2011,September,12,Yes,Wednesday,Workingday,Misty,27.880000000000003,31.819999999999997,79.0,0.0,25,159,184,weekdays
6383,6384,2011-09-28,Winter,2011,September,13,Yes,Wednesday,Workingday,Clear,28.7,33.335,74.0,16.997899999999998,24,138,162,weekdays
6384,6385,2011-09-28,Winter,2011,September,14,Yes,Wednesday,Workingday,Clear,29.52,34.089999999999996,62.0,16.997899999999998,25,145,170,weekdays
6385,6386,2011-09-28,Winter,2011,September,15,Yes,Wednesday,Workingday,Clear,28.7,32.574999999999996,70.0,8.9981,35,146,181,weekdays
6386,6387,2011-09-28,Winter,2011,September,16,Yes,Wednesday,Workingday,Clear,28.7,32.574999999999996,70.0,12.998000000000001,39,241,280,weekdays
6387,6388,2011-09-28,Winter,2011,September,17,Yes,Wednesday,Workingday,Clear,28.7,32.574999999999996,70.0,15.001299999999999,64,527,591,weekdays
6388,6389,2011-09-28,Winter,2011,September,18,Yes,Wednesday,Workingday,Light Snow,27.060000000000002,30.305,83.0,16.997899999999998,65,459,524,weekdays
6389,6390,2011-09-28,Winter,2011,September,19,Yes,Wednesday,Workingday,Light Snow,27.060000000000002,30.305,83.0,16.997899999999998,57,315,372,weekdays
6390,6391,2011-09-28,Winter,2011,September,20,Yes,Wednesday,Workingday,Light Snow,24.599999999999998,28.03,83.0,19.999499999999998,11,91,102,weekdays
6391,6392,2011-09-28,Winter,2011,September,21,Yes,Wednesday,Workingday,Light Snow,24.599999999999998,27.275,88.0,16.997899999999998,7,67,74,weekdays
6392,6393,2011-09-28,Winter,2011,September,22,Yes,Wednesday,Workingday,Clear,24.599999999999998,27.275,88.0,6.0032,19,68,87,weekdays
6393,6394,2011-09-28,Winter,2011,September,23,Yes,Wednesday,Workingday,Clear,24.599999999999998,25.759999999999998,94.0,8.9981,12,59,71,weekdays
6394,6395,2011-09-29,Winter,2011,September,0,Yes,Thursday,Workingday,Clear,24.599999999999998,25.759999999999998,94.0,12.998000000000001,7,33,40,weekdays
6395,6396,2011-09-29,Winter,2011,September,1,Yes,Thursday,Workingday,Misty,24.599999999999998,25.0,100.0,12.998000000000001,3,20,23,weekdays
6396,6397,2011-09-29,Winter,2011,September,2,Yes,Thursday,Workingday,Misty,24.599999999999998,25.0,100.0,12.998000000000001,0,2,2,weekdays
6397,6398,2011-09-29,Winter,2011,September,3,Yes,Thursday,Workingday,Misty,24.599999999999998,25.759999999999998,94.0,12.998000000000001,0,8,8,weekdays
6398,6399,2011-09-29,Winter,2011,September,4,Yes,Thursday,Workingday,Misty,24.599999999999998,27.275,88.0,12.998000000000001,2,5,7,weekdays
6399,6400,2011-09-29,Winter,2011,September,5,Yes,Thursday,Workingday,Misty,24.599999999999998,27.275,88.0,7.0015,0,22,22,weekdays
6400,6401,2011-09-29,Winter,2011,September,6,Yes,Thursday,Workingday,Misty,24.599999999999998,27.275,88.0,6.0032,5,106,111,weekdays
